7.870000000000000000e+02 7.170000000000000000e+02
7.750000000000000000e+02 4.430000000000000000e+02
2.320000000000000000e+02 4.300000000000000000e+02
5.530000000000000000e+02 5.150000000000000000e+02
3.670000000000000000e+02 2.930000000000000000e+02
5.990000000000000000e+02 5.320000000000000000e+02
5.200000000000000000e+02 6.180000000000000000e+02
3.650000000000000000e+02 2.890000000000000000e+02
4.900000000000000000e+02 9.000000000000000000e+01
4.180000000000000000e+02 2.260000000000000000e+02
3.230000000000000000e+02 1.940000000000000000e+02
3.820000000000000000e+02 2.800000000000000000e+02
6.130000000000000000e+02 4.510000000000000000e+02
8.790000000000000000e+02 5.210000000000000000e+02
7.000000000000000000e+02 5.510000000000000000e+02
8.130000000000000000e+02 5.740000000000000000e+02
8.110000000000000000e+02 5.840000000000000000e+02
4.570000000000000000e+02 4.150000000000000000e+02
3.820000000000000000e+02 2.650000000000000000e+02
6.830000000000000000e+02 6.610000000000000000e+02
8.430000000000000000e+02 4.740000000000000000e+02
3.910000000000000000e+02 5.470000000000000000e+02
5.470000000000000000e+02 1.840000000000000000e+02
6.880000000000000000e+02 6.740000000000000000e+02
7.580000000000000000e+02 7.150000000000000000e+02
3.650000000000000000e+02 5.100000000000000000e+02
5.950000000000000000e+02 7.730000000000000000e+02
6.690000000000000000e+02 5.580000000000000000e+02
5.130000000000000000e+02 6.620000000000000000e+02
5.960000000000000000e+02 4.660000000000000000e+02
2.770000000000000000e+02 4.510000000000000000e+02
4.980000000000000000e+02 2.230000000000000000e+02
4.280000000000000000e+02 2.010000000000000000e+02
7.050000000000000000e+02 5.560000000000000000e+02
5.180000000000000000e+02 2.050000000000000000e+02
4.760000000000000000e+02 4.170000000000000000e+02
3.190000000000000000e+02 4.600000000000000000e+02
4.320000000000000000e+02 4.090000000000000000e+02
6.060000000000000000e+02 4.440000000000000000e+02
3.740000000000000000e+02 5.230000000000000000e+02
5.040000000000000000e+02 4.300000000000000000e+02
5.010000000000000000e+02 4.240000000000000000e+02
3.500000000000000000e+02 4.840000000000000000e+02
5.120000000000000000e+02 6.470000000000000000e+02
6.960000000000000000e+02 7.100000000000000000e+02
5.820000000000000000e+02 6.810000000000000000e+02
5.020000000000000000e+02 2.270000000000000000e+02
7.290000000000000000e+02 4.570000000000000000e+02
5.140000000000000000e+02 1.580000000000000000e+02
7.800000000000000000e+02 4.500000000000000000e+02
5.030000000000000000e+02 5.550000000000000000e+02
8.520000000000000000e+02 4.730000000000000000e+02
5.070000000000000000e+02 1.550000000000000000e+02
7.630000000000000000e+02 7.810000000000000000e+02
5.630000000000000000e+02 7.030000000000000000e+02
6.750000000000000000e+02 4.560000000000000000e+02
3.870000000000000000e+02 2.710000000000000000e+02
5.050000000000000000e+02 1.490000000000000000e+02
4.150000000000000000e+02 2.240000000000000000e+02
3.340000000000000000e+02 4.840000000000000000e+02
4.420000000000000000e+02 5.980000000000000000e+02
3.240000000000000000e+02 2.050000000000000000e+02
4.120000000000000000e+02 5.860000000000000000e+02
